,Invested Amount,Successful Attacks,Failed Attacks,Business Value,Number of Employees,Employee Training,Known Vulnerabilities,External Advisor,Risk
3313,1401424,23,34,4985737,5798,0,2,1,2
3314,1174416,7,33,5071163,67019,1,3,0,1
3315,242593,40,42,5095098,6962,2,5,1,2
3316,947405,7,23,5000840,46319,0,1,0,2
3317,1415775,25,13,5068263,5189,1,5,1,2
3318,434452,42,36,5016607,34464,1,1,0,2
3319,724472,21,18,5000720,59653,0,6,1,2
3320,1298953,22,12,5049272,77549,1,6,0,1
3321,1412575,5,35,5097645,81104,1,3,1,0
3322,1244385,35,39,5018188,65007,1,2,0,1
3323,891620,26,21,4936544,85978,0,9,1,2
3324,940594,41,38,5082232,7494,0,2,0,2
3325,240432,15,49,4986617,66173,2,3,1,0
3326,1475495,40,10,4991530,47741,1,2,0,2
3327,448471,41,3,4956279,66527,1,9,1,2
3328,211895,17,9,5023750,58855,0,1,0,2
3329,1101935,20,9,5042426,35434,0,6,1,2
3330,19602,6,26,5124153,5280,2,9,0,2
3331,1401159,39,18,5056807,58662,1,3,1,1
3332,832919,11,25,5047636,54478,0,9,0,2
3333,825729,40,22,4907270,15914,2,1,1,2
3334,1001610,15,47,5045359,29348,0,5,0,2
3335,1480101,35,43,5050162,9449,0,5,1,2
3336,1024695,29,15,5034182,84407,2,6,0,1
3337,24122,45,30,4982462,24332,1,2,1,2
3338,1251065,20,2,4971177,85824,2,7,0,0
3339,1236102,37,13,4868893,44241,0,2,1,2
3340,665251,35,7,5031979,25838,1,9,0,2
3341,588913,38,24,5064611,32369,2,1,1,1
3342,994910,47,20,4936154,16641,0,6,0,2
3343,1408775,9,22,4980198,29292,2,6,1,1
3344,1085075,21,6,5002583,9390,1,3,0,2
3345,1455602,12,8,5010879,68856,1,5,1,1
3346,894644,38,32,4976557,39078,2,6,0,2
3347,489263,33,7,5003611,82826,2,8,1,1
3348,560978,38,30,5065398,4900,2,4,0,2
3349,305391,7,15,5002750,39811,2,4,1,1
3350,1093104,20,46,5014054,58327,2,9,0,1
3351,1279405,44,46,4971303,65193,1,0,1,1
3352,904134,25,24,4954040,21671,0,1,0,2
3353,386732,9,44,5014623,24205,0,2,1,1
3354,1186653,33,4,5080806,88878,1,3,0,1
3355,629571,13,3,5003806,66382,2,6,1,0
3356,898604,23,28,4981412,89306,0,5,0,2
3357,312687,12,4,4982304,32825,2,9,1,2
3358,480817,22,30,5037991,61822,2,1,0,1
3359,1245686,10,26,4996908,78137,2,9,1,0
3360,1120118,26,25,4869784,85727,1,5,0,1
3361,314450,12,26,4995722,75966,1,6,1,1
3362,428477,24,1,5057959,15235,0,3,0,2
3363,1351422,43,35,4928354,73457,1,3,1,1
3364,1102235,14,21,4914949,79066,0,5,0,2
3365,89590,44,24,5145609,49489,2,1,1,1
3366,433650,45,38,4918621,69629,0,3,0,2
3367,171662,41,43,5041186,63636,2,7,1,1
3368,1304714,16,26,4983076,60957,2,6,0,1
3369,650473,25,20,5069756,85383,0,5,1,2
3370,862917,5,15,4979428,22863,1,9,0,2
3371,1071490,40,8,5029738,59569,2,3,1,1
3372,1262920,15,24,5001943,45018,2,3,0,1
3373,255599,1,45,5027684,62346,1,1,1,1
3374,684357,10,15,4971328,86969,0,7,0,2
3375,1408718,35,41,5011586,42325,2,5,1,1
3376,394956,43,7,4992947,29492,2,8,0,2
3377,181180,25,10,5047352,76089,2,2,1,0
3378,1374709,3,46,5039424,11533,1,1,0,1
3379,737330,12,0,4998063,1651,0,9,1,2
3380,854289,9,28,4963708,31755,1,6,0,2
3381,1139098,4,21,4909439,85226,1,6,1,1
3382,333601,29,17,5009034,4947,1,1,0,2
3383,1115960,26,4,5064255,82123,0,3,1,2
3384,589138,41,6,4949620,22743,0,1,0,2
3385,647050,30,47,5034403,55504,1,7,1,2
3386,524165,45,5,5037487,53604,2,9,0,2
3387,1372824,13,49,5040396,72230,0,4,1,2
3388,1421445,44,40,4990799,2251,1,1,0,2
3389,1133376,45,25,4957540,8419,1,0,1,2
3390,1460366,46,16,5037098,28279,2,9,0,2
3391,402994,19,18,5029857,60577,2,2,1,0
3392,1471328,48,4,5022457,85721,0,3,0,2
3393,594372,48,45,4975588,4828,2,2,1,2
3394,665350,5,23,5011005,3719,2,5,0,2
3395,525605,22,34,5089194,85540,1,0,1,1
3396,711719,49,24,5009489,36081,0,0,0,2
3397,569511,47,20,5025983,81168,2,6,1,1
3398,444518,8,32,5029529,31654,1,3,0,2
3399,290780,17,31,5045105,32054,1,6,1,2
3400,486570,19,14,4940410,85791,0,7,0,2
3401,138519,46,15,5042794,75809,2,1,1,0
3402,1252567,7,24,4998236,24493,1,7,0,2
3403,699602,4,47,4981574,70324,1,8,1,1
3404,789684,43,10,4950931,29274,1,8,0,2
3405,1454410,43,39,4984725,74263,2,8,1,1
3406,1129625,9,2,5016865,8012,2,0,0,1
3407,1422374,45,26,4998097,24560,0,0,1,2
3408,639352,4,20,4926343,65718,2,3,0,0
3409,66055,45,43,5035713,28600,1,2,1,2
3410,1238988,12,40,5016135,33154,2,1,0,1
3411,1147590,39,14,4914990,64616,1,3,1,1
3412,745382,21,8,5024859,85812,0,7,0,2
3413,672169,47,19,5044053,13589,2,0,1,2
3414,340500,21,38,4951762,75117,1,5,0,2
3415,465753,22,40,4959311,18121,0,2,1,2
3416,848808,45,11,5037456,35288,0,9,0,2
3417,460387,32,13,5001602,89925,0,8,1,2
3418,252286,15,30,5017191,58083,0,4,0,2
3419,563534,10,9,5053557,77104,1,8,1,1
3420,91888,26,23,4961368,45139,1,0,0,1
3421,523211,42,39,5008413,63406,2,8,1,1
3422,1343903,7,14,4988790,32620,1,5,0,2
3423,104737,43,10,4920435,28080,1,6,1,2
3424,1215668,46,13,4968352,53260,2,2,0,1
3425,1070311,10,13,5024231,56316,0,8,1,2
3426,668500,9,0,4942529,20336,0,6,0,2
3427,113775,27,7,5035072,4521,2,8,1,2
3428,131987,45,14,5040350,29909,2,4,0,2
3429,1312224,46,31,4869307,15010,2,7,1,2
3430,312261,48,47,5087397,80954,2,7,0,1
3431,730064,10,2,4893031,61880,1,5,1,1
3432,627623,31,38,4896719,40519,1,0,0,2
3433,1358586,16,32,4995075,62132,0,4,1,2
3434,1102791,30,35,5013349,4654,1,2,0,2
3435,188584,8,16,4959702,77762,1,9,1,1
3436,200118,21,44,4932148,57350,2,7,0,1
3437,655076,8,11,5059198,56817,2,3,1,0
3438,934217,30,21,5003557,88384,0,1,0,2
3439,563152,7,21,5024870,84830,1,5,1,1
3440,910344,49,38,4978546,2943,0,3,0,2
3441,431390,43,10,5026727,81342,2,2,1,0
3442,333210,34,48,4940516,45836,2,0,0,1
3443,1063997,17,3,4937044,31739,2,3,1,1
3444,576384,15,34,5092316,4327,1,2,0,2
3445,1128498,0,35,4993124,28715,0,2,1,1
3446,903570,29,48,4997859,55871,0,2,0,2
3447,402560,33,5,4900614,22648,1,7,1,2
3448,522111,25,12,5026852,14937,1,6,0,2
3449,94506,29,39,5007696,73981,0,5,1,2
3450,372781,42,39,5051753,535,0,9,0,2
3451,644894,45,17,5042696,38260,0,4,1,2
3452,742934,22,49,4990901,42604,1,2,0,2
3453,1364069,35,42,4913204,74553,0,8,1,2
3454,1160838,44,12,4967891,48931,2,7,0,2
3455,1131757,11,47,4869044,20109,2,6,1,1
3456,1451701,5,12,5012132,27848,1,3,0,1
3457,496382,2,1,5040377,10020,0,7,1,2
3458,27514,12,26,5038732,60612,0,8,0,2
3459,392475,46,25,5002774,1506,0,7,1,2
3460,1478689,22,22,5033245,40634,0,8,0,2
3461,210048,0,43,4977975,39490,1,5,1,1
3462,1217548,26,37,4957183,37556,0,3,0,2
3463,629899,44,3,5001285,55788,2,2,1,1
3464,791840,25,5,4949791,38654,0,5,0,2
3465,1355900,40,10,4979003,3947,1,9,1,2
3466,1166410,9,41,4983438,15670,2,9,0,2
3467,997436,6,3,4990554,6136,0,3,1,1
3468,199640,23,3,5003535,81442,0,3,0,2
3469,500909,35,38,4976486,80989,0,5,1,2
3470,1484329,44,19,4961390,37123,0,1,0,2
3471,1304079,12,19,5097222,38280,1,4,1,1
3472,1044558,0,26,5058152,87806,2,3,0,0
3473,478730,11,31,4996608,58464,1,7,1,1
3474,652940,27,10,4958868,3352,0,5,0,2
3475,493035,7,49,5005161,53008,0,5,1,2
3476,188546,10,23,5017257,62034,0,2,0,2
3477,1019989,22,8,5032148,2245,0,8,1,2
3478,1292647,22,13,4991809,2125,0,4,0,2
3479,437609,6,37,5084271,79511,1,6,1,1
3480,1150331,28,32,5051438,22684,2,4,0,2
3481,1144192,40,21,4910228,26069,2,5,1,2
3482,1466596,44,24,5033448,54746,2,3,0,1
3483,1233587,46,7,4967179,84290,2,8,1,1
3484,289695,6,45,4975775,55315,2,6,0,1
3485,262541,48,35,4998805,16447,0,5,1,2
3486,37883,15,39,4900985,88886,0,7,0,2
3487,1206192,34,43,5082431,19401,2,2,1,1
3488,243265,6,15,5064868,37240,0,2,0,2
3489,1265678,21,33,4998688,41553,0,0,1,1
3490,1099979,5,18,5006004,81299,2,6,0,0
3491,1456065,33,23,4924772,54507,1,1,1,1
3492,1459891,23,22,4905954,52941,0,5,0,2
3493,369104,4,24,5005893,26779,1,8,1,2
3494,1042993,13,26,5001320,64548,2,0,0,0
3495,899182,41,47,5046666,24908,1,5,1,2
3496,761737,8,26,5015254,18041,0,7,0,2
3497,575195,1,25,4960584,23725,1,2,1,1
3498,66519,39,48,5083686,8639,0,1,0,2
3499,1052561,40,6,5032234,20318,2,8,1,2
3500,691215,48,12,4941381,49531,1,0,0,2
3501,436782,39,10,5035085,51944,1,7,1,2
3502,1460096,2,17,5110105,37346,0,8,0,2
3503,1509990,21,16,5106562,4005,2,2,1,1
3504,68373,40,35,4954240,35157,2,7,0,2
3505,707955,33,20,5020737,41148,0,4,1,2
3506,1097165,45,39,4972617,50098,2,7,0,2
3507,996400,3,27,5097295,80148,1,5,1,1
3508,42140,46,29,5035234,56502,1,3,0,2
3509,1152805,2,44,5064706,43941,0,1,1,1
3510,493223,36,27,5018875,20186,2,0,0,2
3511,1156070,0,24,5121137,61591,1,8,1,1
3512,1106202,3,48,5054955,407,2,4,0,2
3513,773085,18,0,4968580,80236,0,4,1,2
3514,191518,5,38,5036196,52080,1,7,0,2
3515,1576,3,47,5035080,4295,0,6,1,2
3516,716127,4,12,4975395,42171,1,3,0,1
3517,952678,29,37,4950983,55609,0,1,1,2
3518,354424,37,5,4882220,13349,1,8,0,2
3519,1460277,48,38,4963226,65404,1,1,1,1
3520,48691,1,39,5000466,59517,2,4,0,1
3521,1172181,21,28,4976262,56329,1,9,1,2
3522,764836,13,34,4960241,38737,1,3,0,1
3523,1279448,4,39,5004320,64024,1,2,1,0
3524,54485,33,2,4979897,18091,0,4,0,2
3525,541137,16,36,5000463,16125,1,3,1,1
3526,1151057,46,46,5017714,49173,2,1,0,1
3527,122664,45,2,5010534,48026,0,0,1,2
3528,1218220,9,12,5075056,75308,2,2,0,0
3529,1261210,9,13,5107430,29898,1,8,1,2
3530,685664,18,39,4950507,43951,2,0,0,1
3531,143956,0,16,5002725,69396,1,2,1,1
3532,1472041,38,39,5009071,52867,2,3,0,1
3533,494063,3,37,5016888,64071,2,2,1,0
3534,590052,12,29,4923452,38579,2,4,0,1
3535,1450900,29,20,4986090,34508,2,2,1,1
3536,204049,38,13,5030240,84570,0,4,0,2
3537,696267,29,3,4902660,35431,1,4,1,2
3538,1380293,34,28,4998635,48187,2,3,0,1
3539,303649,21,45,4952848,26516,0,5,1,2
3540,205656,11,46,5002990,36687,0,9,0,2
3541,279436,23,17,5042771,78347,2,3,1,0
3542,1263176,22,6,4953458,34825,0,8,0,2
3543,1089633,30,39,5011613,67321,1,6,1,1
3544,8585,44,28,5077586,59409,0,9,0,2
3545,642948,39,48,5006635,4940,1,7,1,2
3546,300559,1,7,5029122,28533,1,9,0,2
3547,253385,0,29,5019568,49978,2,9,1,1
3548,558519,46,31,4943740,51816,2,0,0,1
3549,493266,0,46,4990189,19543,2,8,1,1
3550,1191154,10,13,4962352,9468,0,6,0,2
3551,70290,13,47,4951249,56398,0,6,1,2
3552,339660,9,2,4963531,62700,0,7,0,2
3553,1230936,26,18,4958248,24302,0,4,1,2
3554,449784,29,29,5020907,74114,2,0,0,0
3555,613300,14,39,5024524,34367,1,3,1,1
3556,924631,21,15,4980808,84946,2,9,0,1
3557,836654,8,37,4967009,87553,0,0,1,1
3558,1026039,14,21,4968545,41179,2,6,0,1
3559,699234,10,10,5027030,64285,2,9,1,1
3560,397020,46,42,4979570,40676,2,2,0,2
3561,863183,13,35,5035901,54570,0,8,1,2
3562,1480890,2,16,5032189,67310,1,4,0,1
3563,1202409,15,33,5035191,62360,2,2,1,0
3564,185817,48,30,4998536,36435,1,1,0,2
3565,621633,40,15,5047278,64501,1,0,1,1
3566,758289,23,38,5070137,76417,1,2,0,1
3567,109589,30,21,4987343,52522,0,5,1,2
3568,476079,48,8,4882388,51084,1,7,0,2
3569,12456,12,17,5052302,39246,0,1,1,2
3570,1035630,35,17,4918115,61918,1,6,0,2
3571,1429071,27,23,5011981,66543,1,4,1,1
3572,768106,24,31,4933177,72287,1,8,0,2
3573,219731,31,3,4997316,11747,0,2,1,2
3574,1031128,2,24,4986862,14798,2,1,0,1
3575,1268216,39,21,5078695,67389,1,8,1,2
3576,1399912,36,22,5091670,80627,2,3,0,0
3577,1212194,22,48,5015504,69294,2,7,1,1
3578,1259665,9,48,4948049,61771,2,8,0,1
3579,1319789,15,36,5006143,79441,0,6,1,2
3580,1392171,27,36,4949082,24482,0,5,0,2
3581,1297458,48,21,4905335,63327,2,8,1,1
3582,597550,15,29,5008078,16640,2,0,0,1
3583,202546,32,11,5021912,53188,0,7,1,2
3584,324064,19,29,4938725,51369,0,6,0,2
3585,814679,25,42,4954042,45148,2,0,1,0
3586,289862,19,2,5020328,81445,1,7,0,2
3587,1176921,4,42,4981069,49730,2,6,1,1
3588,1123285,19,41,4982244,84917,1,6,0,1
3589,7035,18,41,4991618,26607,1,8,1,2
3590,656680,14,39,5002216,46828,0,4,0,2
3591,521738,15,42,4982431,26658,1,8,1,2
3592,1068481,32,49,4960722,22245,1,0,0,2
3593,1027995,32,40,4974725,28982,0,4,1,2
3594,1430857,20,11,5013608,11030,2,2,0,2
3595,807567,17,41,4958387,39676,1,5,1,1
3596,1134673,36,21,4944713,46967,0,5,0,2
3597,463892,6,9,5008939,40976,1,2,1,1
3598,781115,44,20,4942201,85311,1,4,0,2
3599,1106240,13,48,5021522,12686,0,3,1,2
3600,81201,34,21,4917621,89480,0,1,0,2
3601,704667,23,46,5005502,34449,0,4,1,2
3602,388725,44,19,5022621,75050,1,4,0,2
3603,362110,36,22,5062960,87298,2,2,1,0
3604,767100,31,12,4952846,76313,1,9,0,2
3605,32418,9,48,5051555,58433,1,2,1,1
3606,733942,34,18,5014174,57120,0,2,0,2
3607,1062929,38,4,4950122,76739,2,3,1,0
3608,371626,38,19,4866499,24892,0,9,0,2
3609,1018749,29,30,4966089,88242,1,4,1,1
3610,1466673,28,15,4977776,9691,0,1,0,2
3611,1453407,21,20,5024667,40506,1,4,1,1
3612,60105,17,4,5022526,81591,2,2,0,0
3613,148551,12,38,5003429,6866,0,6,1,2
3614,833868,16,28,4976225,35010,0,7,0,2
3615,1241281,36,49,5024478,4403,2,3,1,2
3616,1061853,30,37,4952689,22486,2,3,0,2
3617,231030,18,44,4963088,58521,0,0,1,1
3618,206467,42,4,5046203,39399,0,7,0,2
3619,87098,12,16,4951885,66235,1,4,1,1
3620,381973,42,21,4967335,89207,2,7,0,1
3621,1131661,29,44,4939649,26622,2,2,1,1
3622,975291,29,8,5055520,24300,1,4,0,2
3623,1497606,8,2,5021038,35494,2,2,1,0
3624,774824,6,19,4993948,51415,2,9,0,1
3625,791002,40,48,5037300,44322,0,6,1,2
3626,954933,28,10,4941473,78933,1,3,0,1
3627,275710,36,14,5008769,20432,1,7,1,2
3628,1078258,1,45,4916223,14054,0,3,0,2
3629,1526772,1,15,5109627,30889,0,1,1,1
3630,697618,29,42,5061606,72732,1,3,0,1
3631,186473,39,33,5002041,32548,0,4,1,2
3632,1308983,9,35,5033612,18562,0,5,0,2
3633,1501263,26,2,5071150,79739,1,6,1,1
3634,547742,16,5,4911115,89679,1,7,0,1
3635,1489427,42,4,5035647,83608,2,1,1,0
3636,1169158,38,46,4968465,65983,0,5,0,2
3637,1275139,17,34,4953726,27958,1,9,1,2
3638,110132,8,29,4925844,14888,0,4,0,2
3639,723099,48,15,5063298,34297,0,2,1,2
3640,933902,42,27,4938244,28795,1,6,0,2
3641,1305902,2,49,4966960,76567,2,9,1,0
3642,843300,8,12,4964951,80286,1,7,0,1
3643,1249331,0,35,4869193,35737,2,8,1,1
3644,586786,19,2,5015109,73308,1,9,0,2
3645,945028,47,16,5016340,16884,1,8,1,2
3646,172357,7,15,4995772,80529,2,4,0,0
3647,700178,39,44,4991116,53530,1,4,1,2
3648,77137,15,44,5059919,49590,1,1,0,1
3649,748275,39,1,5028003,2932,2,6,1,2
3650,1258708,25,20,4946890,12704,2,8,0,2
3651,552313,25,35,5026408,59012,2,1,1,0
3652,1307699,43,29,5033599,4455,2,4,0,2
3653,802666,31,18,5028443,67986,0,6,1,2
3654,80784,21,27,4995734,74676,1,0,0,1
3655,243447,11,6,4947193,57226,2,2,1,0
3656,597446,3,7,5012123,67664,2,5,0,0
3657,77290,45,2,4988396,44912,1,8,1,2
3658,1451600,22,0,5034365,44582,1,2,0,1
3659,1174630,6,13,4974258,16901,1,1,1,1
3660,905613,5,3,4869104,82213,2,5,0,0
3661,1106883,36,2,5013734,27095,2,3,1,1
3662,811503,31,15,4977679,4696,1,7,0,2
3663,773353,5,18,4964535,17753,2,9,1,2
3664,26500,12,32,4927476,52551,0,3,0,2
3665,1111625,49,19,5054449,44762,1,4,1,2
3666,1296000,23,4,5014549,60480,2,4,0,1
3667,471201,6,21,5019902,65477,2,1,1,0
3668,456920,31,11,4925062,76551,1,4,0,2
3669,895263,32,6,5016441,87881,2,6,1,0
3670,247178,35,7,5054593,59602,2,8,0,2
3671,543161,13,37,5027722,22473,1,2,1,1
3672,489900,11,29,5017423,78701,0,6,0,2
3673,812711,13,48,4956611,81046,1,7,1,1
3674,1319019,0,23,4989507,8307,1,5,0,2
3675,1253464,18,43,5035608,10242,2,0,1,1
3676,795981,25,14,4966125,74925,0,7,0,2
3677,577687,41,34,5053842,31795,2,4,1,2
3678,307234,26,49,4973792,64838,1,8,0,2
3679,61789,0,28,5054576,62426,2,0,1,0
3680,1469751,18,4,5006382,26464,2,4,0,1
3681,1054617,41,21,4934915,83565,2,8,1,1
3682,415809,40,29,4918297,23186,0,9,0,2
3683,247561,37,35,4913956,48361,2,8,1,2
3684,761787,3,43,4908980,3651,2,2,0,2
3685,250568,12,0,4974310,65059,2,4,1,0
3686,51655,17,42,4958102,20516,2,8,0,2
3687,289415,12,18,4943658,55751,0,9,1,2
3688,32924,9,34,5041634,67501,1,4,0,1
3689,422907,20,30,5047452,67077,2,9,1,1
3690,1436876,38,20,4970576,30720,2,7,0,2
3691,1056456,6,29,5040374,43691,2,4,1,1
3692,359962,38,49,4978688,81553,1,4,0,2
3693,439999,7,25,4974612,67933,2,2,1,0
3694,1051944,34,32,5071993,84478,1,6,0,2
3695,1030826,0,15,5019688,57046,2,5,1,0
3696,1418356,38,31,5037589,8909,0,9,0,2
3697,1499588,38,36,5052155,42379,1,9,1,2
3698,524286,15,44,5006781,68223,2,8,0,1
3699,101848,27,7,4967431,49598,2,3,1,1
3700,735463,46,6,4987859,52175,0,5,0,2
3701,511842,44,15,4997649,64967,0,7,1,2
3702,186157,9,36,5038082,51435,1,5,0,2
3703,1173298,2,26,4940413,60142,1,7,1,1
3704,500933,43,13,5040219,36044,1,2,0,2
3705,103058,22,6,5008529,30200,2,3,1,1
3706,1053470,28,5,5056289,8355,1,6,0,2
3707,1435765,14,19,5030362,38243,1,1,1,1
3708,1452220,1,41,4944741,86121,2,6,0,0
3709,107679,6,26,5014609,50113,1,1,1,1
3710,1070239,27,11,5042425,85414,1,2,0,1
3711,363535,0,45,5089795,6078,0,0,1,1
3712,931237,24,6,4954458,41040,2,4,0,1
3713,866716,21,30,4966798,54945,1,6,1,1
3714,490847,39,11,5063377,21718,2,8,0,2
3715,447066,43,21,5095733,79445,1,1,1,1
3716,1000608,21,13,5021892,44280,0,2,0,2
3717,1421287,43,8,5020475,18349,0,4,1,2
3718,968107,21,38,5062093,8451,2,4,0,2
3719,143392,21,20,4974749,66935,0,2,1,2
3720,1183838,48,24,4988761,23619,2,4,0,2
3721,664486,11,7,4897322,19455,2,2,1,1
3722,357395,7,48,5019206,1831,1,6,0,2
3723,1468442,45,22,5029206,50651,0,1,1,2
3724,336174,27,0,5012665,8776,1,3,0,2
3725,1193943,39,32,5011968,57865,2,8,1,1
3726,1478111,49,35,4972305,88233,1,1,0,1
3727,1214751,13,31,5014520,33352,1,3,1,1
3728,229581,15,1,5003760,10170,0,3,0,2
3729,661438,9,5,4975419,62794,1,1,1,1
3730,130732,36,9,5025135,75907,1,4,0,2
3731,1141237,23,10,4982009,17066,0,1,1,1
3732,1300656,49,28,4972836,56274,1,0,0,2
3733,1502054,45,2,5060822,40735,2,9,1,2
3734,249727,11,48,5045310,1113,2,4,0,2
3735,1461135,29,2,5019667,48802,2,6,1,1
3736,108259,1,22,4968488,62930,0,5,0,2
3737,618636,22,30,4953886,32815,1,8,1,2
3738,339601,45,0,5095272,30614,2,0,0,2
3739,1119686,37,21,5068731,48946,0,2,1,2
3740,573190,4,38,4918326,46719,2,6,0,1
3741,599354,35,48,5008065,68340,0,7,1,2
3742,179642,23,31,5016685,45000,2,5,0,1
3743,386189,3,12,4931655,8067,1,9,1,2
3744,766620,46,8,4967193,58288,0,5,0,2
3745,216310,17,16,4944998,6529,0,4,1,2
3746,553790,12,31,4997143,32857,0,0,0,2
3747,142390,23,35,4983594,62245,1,2,1,1
3748,263839,0,12,5022091,81476,1,4,0,1
3749,842184,3,0,4956308,87767,2,4,1,0
3750,1078817,31,46,4920077,10227,1,4,0,2
3751,828105,16,26,4987552,14503,1,1,1,1
3752,1496871,42,39,4992288,51487,0,2,0,2
3753,1037279,40,41,4954188,52001,2,8,1,1
3754,1225263,29,27,4981632,10839,1,5,0,2
3755,1421180,3,0,4931181,53839,1,1,1,0
3756,242007,49,18,4973228,23813,2,1,0,2
3757,1091665,7,13,4998458,56130,0,4,1,1
3758,275591,23,28,5041534,5591,2,6,0,2
3759,775403,16,17,4952860,60632,0,7,1,2
3760,1181625,26,12,4893881,8879,2,6,0,2
3761,883340,46,34,4899833,75976,2,2,1,0
3762,211687,45,42,5024018,46773,0,7,0,2
3763,745804,6,42,5030680,284,2,9,1,2
3764,464609,30,42,5044962,9206,2,0,0,2
3765,1446883,8,44,4981344,61084,1,4,1,1
3766,754709,21,15,5079612,84382,1,0,0,1
3767,778315,42,4,4970540,52464,1,0,1,1
3768,967023,18,28,5144809,15118,1,4,0,2
3769,871391,49,20,5038165,2862,1,5,1,2
3770,162907,45,45,5027482,15576,0,1,0,2
3771,1337403,8,4,5005701,58456,1,2,1,1
3772,597085,49,45,4964245,60492,1,3,0,2
3773,324097,24,6,5031481,65827,2,2,1,0
3774,416525,44,3,4992207,51198,0,3,0,2
3775,276572,43,22,5038092,51793,1,5,1,2
3776,726581,21,30,4999891,26724,2,8,0,2
3777,263264,3,12,4981348,74434,0,4,1,2
3778,1003772,12,45,5023308,37999,1,1,0,1
3779,1411800,5,38,4939883,88697,0,4,1,1
3780,759515,2,27,5006891,80558,2,1,0,0
3781,601123,15,19,5028687,62870,1,7,1,1
3782,220220,27,17,4971910,61290,1,5,0,2
3783,1335131,43,22,5026135,32833,2,9,1,2
3784,682206,20,41,5109602,82703,2,8,0,1
3785,542042,21,48,5009255,30857,0,4,1,2
3786,103635,10,17,5019918,76380,0,1,0,2
3787,1325100,0,29,5008280,11495,0,2,1,1
3788,887250,37,18,5077607,10646,2,4,0,2
3789,984020,37,13,4924141,10178,0,0,1,2
3790,771016,49,22,4959733,6370,2,8,0,2
3791,619377,13,28,4960975,12940,2,4,1,1
3792,1057308,4,40,5013166,56054,2,9,0,1
3793,790827,32,9,4977326,69687,2,8,1,1
3794,1195711,31,17,5001871,33904,2,7,0,2
3795,532330,17,30,5027195,75571,0,2,1,2
3796,866805,38,7,4994023,10042,0,8,0,2
3797,1450145,45,12,4943131,66329,1,7,1,2
3798,983923,20,14,5083067,53150,2,4,0,1
3799,1340056,36,25,5022207,86796,1,2,1,1
3800,1314284,25,9,5002044,64796,1,1,0,1
3801,1421810,29,17,5112442,5236,1,4,1,2
3802,877829,18,35,4978057,57961,0,1,0,2
3803,1463571,23,37,4976558,74475,0,7,1,2
3804,435910,31,41,4965021,63407,0,6,0,2
3805,1064266,28,39,5060888,79090,0,2,1,2
3806,149990,7,3,4989698,37325,2,8,0,2
3807,345189,29,6,5055541,69336,1,4,1,1
3808,674110,15,17,4992114,57816,2,6,0,1
3809,1128013,0,41,4976019,49156,2,2,1,0
3810,1102630,36,19,5037624,77575,1,3,0,1
3811,704825,49,36,4976191,31434,0,5,1,2
3812,1440439,41,18,5000756,9583,0,6,0,2
3813,1033466,19,5,4967500,27014,0,9,1,2
3814,386627,39,35,4948905,55219,0,7,0,2
3815,801370,19,2,5037244,61746,2,0,1,0
3816,193438,13,29,4981596,24923,0,1,0,2
3817,494949,9,21,5035812,34752,0,3,1,2
3818,143832,41,12,4958546,29936,0,6,0,2
3819,1011218,37,27,4988338,32118,2,3,1,1
3820,474304,42,19,4907799,50656,2,0,0,1
3821,497202,25,20,5032079,83715,0,1,1,2
3822,1342753,46,6,5068581,87013,2,9,0,1
3823,957020,45,24,5046208,27632,2,0,1,1
3824,351620,14,12,5040782,85647,0,6,0,2
3825,698920,39,20,4823381,24568,1,2,1,2
3826,381953,13,2,5015730,32086,1,0,0,1
3827,1402778,5,9,5067120,12122,0,8,1,2
3828,292142,26,42,4982173,47728,0,6,0,2
3829,843196,47,14,5035620,30282,2,9,1,2
3830,426108,1,4,5076986,72057,2,0,0,0
3831,1265779,39,40,4990609,30412,1,3,1,2
3832,1250660,34,45,5013633,67738,0,4,0,2
3833,407527,8,33,5065776,43871,0,3,1,2
3834,797142,2,7,4950391,51835,1,5,0,1
3835,1410756,35,45,4990797,23085,2,5,1,2
3836,1150323,27,17,4980105,41080,1,4,0,2
3837,51651,23,39,5081002,74764,0,2,1,2
3838,413011,26,36,4962119,60898,2,5,0,1
3839,1476819,9,29,4943061,28290,1,4,1,1
3840,1223875,27,9,4895831,78208,0,2,0,2
3841,1000049,42,18,5069320,25874,2,0,1,1
3842,904156,9,48,4923884,51866,0,5,0,2
3843,564829,47,44,4967764,40469,0,6,1,2
3844,85899,2,31,4934272,32839,1,8,0,2
3845,564559,48,49,4955167,80691,2,4,1,1
3846,607062,46,36,5002284,56045,1,6,0,2
3847,182202,46,28,5042138,37983,2,3,1,2
3848,1324292,21,27,5005107,58908,0,5,0,2
3849,63875,44,41,4935583,58962,2,7,1,1
3850,808282,38,43,4989876,1025,1,3,0,2
3851,726302,11,16,5026752,658,0,3,1,2
3852,1332439,1,22,4930849,9854,0,1,0,1
3853,136438,24,27,4881003,12100,1,2,1,2
3854,888073,27,9,5099719,86170,1,9,0,2
3855,1092699,9,12,5052337,53476,2,0,1,0
3856,1125835,20,20,4961253,88070,0,6,0,2
3857,231036,3,22,5026517,23191,0,6,1,2
3858,1162830,0,12,4984795,52239,1,2,0,1
3859,1025619,7,35,4931819,49025,0,6,1,2
3860,617597,10,20,4992821,87458,1,0,0,1
3861,812282,47,29,4974825,48985,0,8,1,2
