,Invested Amount,Successful Attacks,Failed Attacks,Business Value,Number of Employees,Employee Training,Known Vulnerabilities,External Advisor,Risk
3340,1481225,48,3,5083867,83375,0,3,0,2
3341,429014,46,43,4967158,43336,2,0,1,1
3342,953186,12,35,5020508,82919,2,4,0,0
3343,438848,27,38,5040994,61856,1,5,1,1
3344,794965,5,6,4998627,7064,1,5,0,2
3345,1467929,1,18,5007599,49355,1,7,1,1
3346,1398901,39,18,5044553,26220,1,6,0,2
3347,663521,33,13,5031206,87287,1,0,1,1
3348,1095557,7,25,5087112,88588,1,1,0,1
3349,1470215,30,33,5009330,17461,2,9,1,2
3350,679931,39,31,4977687,37656,1,3,0,2
3351,664516,35,34,5021605,88431,0,5,1,2
3352,80763,16,13,4963955,61538,2,7,0,1
3353,580835,37,20,5026655,49502,1,2,1,1
3354,314483,7,27,4958029,14795,0,0,0,2
3355,613358,47,49,5000001,46625,1,9,1,2
3356,479098,48,13,4981613,2523,2,7,0,2
3357,704086,8,39,5002789,23679,1,7,1,2
3358,298886,17,13,4999447,49352,1,0,0,1
3359,1397615,4,47,5117143,88170,0,2,1,1
3360,1108703,10,23,5020829,66537,0,1,0,2
3361,1345353,34,27,4981082,9346,2,0,1,1
3362,409610,11,26,4998904,21523,2,1,0,1
3363,845917,13,8,5053471,84244,1,3,1,1
3364,826554,21,23,5024590,32559,0,0,0,2
3365,1201687,9,22,5034867,33130,1,3,1,1
3366,1212916,35,5,4977197,42044,2,6,0,2
3367,685350,25,26,5054651,7246,0,3,1,2
3368,796715,30,26,4989063,75283,1,8,0,2
3369,1007358,37,31,4995879,987,1,9,1,2
3370,1069860,9,28,4980415,41707,2,5,0,1
3371,257339,7,22,5024505,88967,0,3,1,2
3372,737343,16,8,4982166,36822,2,9,0,2
3373,292267,29,0,4996870,36416,1,7,1,2
3374,132821,40,6,4993511,78025,2,2,0,1
3375,575274,11,47,4976524,16297,2,3,1,1
3376,680191,32,13,5085548,87082,1,9,0,2
3377,1072208,35,8,5075928,55649,1,7,1,2
3378,1099811,32,32,5001861,83733,2,6,0,1
3379,34813,25,45,5035791,57668,1,9,1,2
3380,507151,23,23,4942194,18901,1,7,0,2
3381,524055,42,37,5007738,29786,2,1,1,1
3382,1222357,45,6,4961442,10957,0,1,0,2
3383,970032,4,19,5004201,51817,0,6,1,2
3384,953669,16,40,5051592,14087,1,7,0,2
3385,770105,35,9,5028799,53731,2,7,1,1
3386,267016,22,36,4953383,36934,2,5,0,2
3387,762249,2,2,5001443,50794,0,3,1,1
3388,631150,12,38,5005641,699,1,1,0,2
3389,645869,13,15,5028143,29222,0,8,1,2
3390,150296,2,25,5033003,65196,1,9,0,2
3391,700214,13,42,5107147,31356,0,8,1,2
3392,42591,21,10,5011750,592,0,6,0,2
3393,480492,36,21,4970752,11904,0,0,1,2
3394,224108,31,18,4979023,61456,0,0,0,2
3395,88760,29,34,4995810,46402,2,4,1,1
3396,988211,41,0,5017949,67938,1,6,0,2
3397,631917,12,21,4996660,32264,1,4,1,1
3398,1008509,32,30,5010309,1572,1,4,0,2
3399,145166,6,48,4905018,85788,2,3,1,0
3400,944067,5,17,4918667,45113,2,1,0,1
3401,726128,3,10,4987476,57589,1,9,1,1
3402,658801,35,9,5045570,33026,2,6,0,2
3403,1119822,6,11,4926872,36787,0,0,1,1
3404,207611,8,27,4991169,75119,1,0,0,1
3405,1076100,47,36,4978880,61756,1,1,1,1
3406,763052,39,8,4944976,33848,0,3,0,2
3407,489339,4,36,4999541,15277,0,1,1,1
3408,524767,1,38,5016616,28063,0,7,0,2
3409,407873,23,18,4951707,65918,2,8,1,1
3410,877693,6,27,5063985,33063,2,2,0,1
3411,668240,32,35,4965433,69936,2,7,1,1
3412,1160018,44,32,4987820,29562,1,7,0,2
3413,1049679,38,45,4976263,31235,0,8,1,2
3414,214324,24,33,5037345,16024,1,4,0,2
3415,1190928,48,22,5102800,5495,2,4,1,2
3416,285751,35,20,4995678,84292,2,0,0,0
3417,839017,21,3,4968895,47483,0,0,1,1
3418,1060070,47,49,5012098,53299,0,2,0,2
3419,967432,41,9,4982410,65605,2,4,1,1
3420,907507,24,16,4941546,26471,2,8,0,2
3421,604863,2,27,4938554,1033,0,9,1,2
3422,850302,26,44,4968668,27179,2,7,0,2
3423,166162,22,40,4966414,65028,2,9,1,1
3424,633677,36,14,5009169,62511,2,6,0,1
3425,1154034,27,27,4934105,44370,0,5,1,2
3426,17974,3,20,4934219,8599,0,9,0,2
3427,1467679,47,28,5029288,45002,2,8,1,2
3428,1325882,5,26,4987127,64615,2,7,0,1
3429,57981,2,15,5082012,63002,2,8,1,1
3430,64007,41,9,4940348,54646,2,9,0,2
3431,816932,43,6,4962476,66062,1,0,1,1
3432,1220885,43,22,4994171,86373,0,2,0,2
3433,1166608,2,38,4938611,56846,0,5,1,1
3434,468168,31,5,4996480,2418,1,8,0,2
3435,87317,21,8,5000450,29062,0,1,1,2
3436,356440,18,9,5063919,21603,2,4,0,2
3437,642606,9,14,4995770,85446,0,8,1,2
3438,1239600,5,30,5075440,21362,2,0,0,1
3439,811696,29,49,5020850,15881,0,9,1,2
3440,676543,13,41,4998424,82889,1,5,0,1
3441,895180,14,5,5007475,73814,1,5,1,1
3442,1487484,25,19,5011966,57847,1,9,0,2
3443,918212,13,38,5073122,83966,2,0,1,0
3444,310034,29,44,5004100,66732,1,5,0,2
3445,1219712,11,20,5061769,31091,0,4,1,2
3446,732467,45,44,4999723,49475,1,5,0,2
3447,252555,4,31,5003939,34778,2,7,1,1
3448,735393,46,22,4943243,77530,0,7,0,2
3449,1348920,2,28,4934615,87455,2,7,1,0
3450,170887,32,34,4968991,70099,0,3,0,2
3451,506425,4,32,5018905,21271,1,2,1,1
3452,1273166,45,47,5053383,67385,2,7,0,1
3453,94365,39,26,4955935,27335,2,6,1,2
3454,1071155,5,11,5059335,56322,0,2,0,2
3455,728465,17,8,5057647,3517,1,4,1,2
3456,646077,15,33,4950773,79210,2,3,0,0
3457,557089,29,23,5056968,43066,1,4,1,2
3458,975517,48,8,4936192,7776,2,5,0,2
3459,49473,8,38,4999143,27330,2,3,1,1
3460,1245812,18,37,5067905,20257,2,3,0,1
3461,1212246,41,31,4958492,2126,0,3,1,2
3462,161996,2,26,5090890,51880,0,2,0,2
3463,1265014,5,40,4959748,42345,0,3,1,1
3464,139715,31,14,5107433,13051,2,3,0,2
3465,849814,13,26,5005495,60144,1,6,1,1
3466,470685,36,36,5001411,46827,1,6,0,2
3467,452634,22,5,5005005,56547,1,7,1,2
3468,936776,14,48,4915346,74000,1,5,0,1
3469,1002082,47,19,4932973,8028,2,2,1,2
3470,1356088,29,32,4979955,86803,0,6,0,2
3471,159795,5,16,4961157,37807,1,8,1,2
3472,974704,45,43,4974342,75130,1,8,0,2
3473,753149,16,14,4992431,74293,2,4,1,0
3474,1504779,32,40,5049211,39257,2,4,0,1
3475,745591,36,20,5038751,15053,0,6,1,2
3476,1489470,37,43,5047514,30354,0,6,0,2
3477,581084,19,27,4952438,4201,1,1,1,1
3478,1400044,44,46,5038756,12110,0,4,0,2
3479,208546,10,18,4878184,40761,0,0,1,1
3480,646023,12,8,5016838,46411,0,5,0,2
3481,766804,23,13,5051727,11525,2,8,1,2
3482,614651,36,13,4972678,81461,0,6,0,2
3483,723974,46,45,5010853,2958,2,8,1,2
3484,65895,47,18,4988900,70478,2,6,0,1
3485,1267684,42,38,5042310,61531,2,3,1,1
3486,770793,28,14,4960448,25859,1,0,0,2
3487,1149014,29,12,4867864,36662,2,4,1,1
3488,1025792,7,6,4957959,80315,1,4,0,1
3489,1190189,49,40,4981722,42810,0,5,1,2
3490,1185815,22,10,4993882,43091,2,9,0,2
3491,906061,16,12,5025978,38496,0,9,1,2
3492,855448,15,34,4939199,68786,1,5,0,1
3493,737794,14,22,5017652,4257,1,6,1,2
3494,1056037,48,31,5036748,15632,2,6,0,2
3495,747752,47,41,5049448,42216,0,6,1,2
3496,995979,21,2,5020276,59095,2,0,0,0
3497,2687,21,47,4977819,89926,2,7,1,0
3498,1099586,48,13,5027450,85778,2,7,0,1
3499,790921,13,28,4997218,30169,0,7,1,2
3500,247,18,41,5003631,10873,1,6,0,2
3501,816,6,46,5045756,11514,1,4,1,2
3502,877526,25,44,4973587,744,0,5,0,2
3503,1489378,1,8,4970138,84149,1,2,1,0
3504,1223081,2,32,4889601,68440,0,1,0,1
3505,149741,41,4,5072090,13171,2,1,1,2
3506,1308606,30,37,5013209,86461,1,4,0,1
3507,843910,39,43,4931317,42936,2,6,1,1
3508,492962,18,48,4995566,28563,0,4,0,2
3509,1458792,20,3,4933373,38620,1,9,1,2
3510,110648,9,21,4997721,48469,1,7,0,2
3511,408793,25,32,4948831,53870,2,4,1,1
3512,900073,40,25,4885625,33683,0,0,0,2
3513,121919,22,38,4937104,86196,2,7,1,0
3514,1188721,30,19,5004238,55128,2,2,0,1
3515,1437923,3,49,5063766,37724,0,5,1,1
3516,505630,9,45,4986034,76291,0,1,0,2
3517,955642,29,6,4937465,25602,0,9,1,2
3518,410601,29,7,5051535,43389,0,6,0,2
3519,772499,18,8,5087492,785,0,5,1,2
3520,1317207,31,43,5126200,16774,1,1,0,2
3521,679192,39,5,4981267,87488,1,9,1,2
3522,1326297,26,40,5047456,5149,2,4,0,2
3523,1279128,45,10,5009203,71463,0,9,1,2
3524,1333667,49,33,5015555,15078,0,8,0,2
3525,1021962,15,7,5006489,17759,1,4,1,1
3526,768774,49,7,4920912,57285,2,1,0,1
3527,554466,4,9,5025693,58770,0,5,1,2
3528,184054,8,9,5010328,52702,0,7,0,2
3529,829075,20,38,4951412,41715,1,7,1,2
3530,1243430,13,33,4980418,35552,2,6,0,1
3531,1303360,23,23,4996853,75084,1,5,1,1
3532,1078105,15,17,5055398,1800,0,3,0,2
3533,416707,10,0,4985349,14562,2,8,1,2
3534,838686,32,7,5030883,86814,1,6,0,2
3535,1164860,44,18,4969212,59858,0,9,1,2
3536,555871,26,11,4883477,36272,1,6,0,2
3537,1038335,13,2,4987074,61327,1,8,1,1
3538,1492284,7,25,5025505,63385,2,1,0,0
3539,352971,20,1,4977782,65691,2,3,1,0
3540,530395,1,23,5086840,44294,2,2,0,1
3541,528077,17,12,4948857,62616,2,8,1,1
3542,879220,13,18,4968074,54794,0,5,0,2
3543,1090009,40,37,5075699,83866,2,3,1,0
3544,253942,25,34,4920317,84991,1,5,0,2
3545,556141,15,25,5008392,30796,1,2,1,1
3546,981848,35,39,4996102,40847,0,0,0,2
3547,731100,23,19,5003448,32533,0,8,1,2
3548,197392,42,4,4983771,89070,0,0,0,2
3549,1332066,36,36,4957335,21271,2,9,1,2
3550,1487677,27,15,5027122,11906,2,9,0,2
3551,791378,45,39,5031047,30093,1,8,1,2
3552,600639,22,4,5005284,70642,1,7,0,2
3553,748421,47,19,4992852,45571,0,8,1,2
3554,1065261,0,48,4996875,58888,1,6,0,1
3555,136073,13,36,5014071,84837,1,7,1,1
3556,29585,7,23,4968824,32381,2,8,0,2
3557,1007613,26,8,5022058,14904,1,6,1,2
3558,43589,10,29,4918017,41417,0,1,0,2
3559,1219980,44,36,4930496,22690,2,5,1,2
3560,687509,24,19,5008169,16829,2,8,0,2
3561,254733,48,21,4979742,52712,1,7,1,2
3562,162206,46,8,5007205,62088,2,3,0,1
3563,1358927,24,8,5079203,7124,1,4,1,2
3564,691683,41,42,4928232,88478,2,9,0,1
3565,282766,30,8,5003808,23129,2,9,1,2
3566,36165,38,44,5001457,51353,0,5,0,2
3567,730141,42,22,4956737,47522,1,0,1,1
3568,1290287,3,48,4969722,75761,2,3,0,0
3569,443056,45,33,4993368,72900,0,4,1,2
3570,564720,42,25,5112644,43404,0,6,0,2
3571,141482,12,9,4972093,3564,0,3,1,2
3572,324670,36,14,5017250,82334,0,4,0,2
3573,521952,44,41,5066427,48491,1,6,1,2
3574,847979,37,39,4903335,84822,1,7,0,2
3575,244291,49,10,4972205,22850,0,4,1,2
3576,1451616,42,17,4992334,83036,0,4,0,2
3577,777186,5,3,5092621,82576,0,4,1,2
3578,473442,21,15,5033645,13148,2,1,0,2
3579,826499,48,17,4950381,70496,1,2,1,1
3580,893476,7,32,5035894,31165,0,9,0,2
3581,897077,10,45,4999834,37638,2,1,1,0
3582,687458,8,30,5020157,74540,1,8,0,1
3583,554246,34,21,4953743,68745,2,2,1,0
3584,512379,6,34,4965678,48740,1,3,0,1
3585,759880,33,22,5035504,41998,1,0,1,1
3586,450295,36,24,4986614,4378,0,6,0,2
3587,779517,20,3,4991730,85314,2,6,1,0
3588,123678,38,1,5003873,13830,2,5,0,2
3589,325571,1,47,5061180,61083,0,2,1,1
3590,191426,30,9,5019147,42692,2,2,0,1
3591,148909,7,8,5036814,8891,0,5,1,2
3592,884968,5,17,5021866,69074,0,1,0,2
3593,1173184,39,23,4948856,86177,2,6,1,0
3594,647723,40,27,4983139,39342,1,2,0,2
3595,192061,19,31,4986727,86773,1,8,1,1
3596,551327,48,31,4966946,30858,1,4,0,2
3597,664070,44,7,5002798,73377,0,1,1,2
3598,1169672,13,47,5022451,42396,1,8,0,2
3599,728645,3,38,5011471,82829,2,0,1,0
3600,806014,6,45,4931168,13876,2,9,0,2
3601,1344105,35,30,4948911,79459,0,0,1,2
3602,571579,11,8,4990757,20183,0,1,0,2
3603,783790,28,28,5036123,76870,2,0,1,0
3604,955721,47,2,4932501,10528,0,8,0,2
3605,1091033,35,7,5015839,26916,2,5,1,2
3606,1401135,24,24,4940170,17670,1,1,0,2
3607,616443,22,4,5016986,20992,1,5,1,2
3608,633485,41,44,4911091,32655,1,7,0,2
3609,888063,2,10,5015109,32160,2,3,1,1
3610,197248,12,11,4870914,61799,0,0,0,2
3611,500277,5,35,5038598,9543,2,0,1,1
3612,580952,48,2,4970808,66905,0,3,0,2
3613,114091,20,48,4888031,31558,1,7,1,2
3614,959071,48,7,4992543,21816,2,4,0,2
3615,541792,6,31,4973206,37370,2,5,1,1
3616,1405160,0,44,5015671,45587,2,8,0,1
3617,131372,20,6,5069119,41352,2,2,1,1
3618,245189,12,47,5013714,50515,0,5,0,2
3619,252842,26,5,5007146,7486,1,4,1,2
3620,1331154,41,4,5041275,8551,2,8,0,2
3621,1069474,49,46,5039616,51647,2,4,1,1
3622,420725,11,31,5032817,13868,0,0,0,2
3623,467185,15,17,4972282,32510,0,5,1,2
3624,953337,40,30,5016006,19248,2,3,0,2
3625,39917,12,45,5015282,44272,2,8,1,1
3626,1189329,37,20,5006876,23672,1,6,0,2
3627,424903,44,11,4998699,21455,1,8,1,2
3628,8356,9,11,5056485,76312,1,9,0,2
3629,650107,37,41,5018020,48402,2,1,1,1
3630,1456194,41,15,4977294,31323,0,1,0,2
3631,1073039,25,45,4961616,20556,0,5,1,2
3632,783927,5,42,5017180,32013,1,9,0,2
3633,1306743,20,39,5023875,77562,1,2,1,1
3634,1094704,21,38,5020254,37123,2,8,0,2
3635,217759,41,38,5010288,36281,0,3,1,2
3636,407791,5,35,5103422,85426,0,6,0,2
3637,429751,27,40,5059678,3188,2,2,1,2
3638,845780,10,37,5120474,36924,2,9,0,2
3639,1501027,46,2,5015125,26838,0,4,1,2
3640,1043683,5,37,5023832,47425,0,4,0,2
3641,1084606,12,19,5002763,20869,1,9,1,2
3642,782209,8,3,4991059,50906,2,4,0,1
3643,1267996,48,2,5064304,44118,1,1,1,1
3644,991251,13,9,4934365,9328,2,2,0,2
3645,651970,17,23,5004260,83030,0,2,1,2
3646,1269411,20,13,5037781,23948,0,8,0,2
3647,454408,31,36,4987935,1059,1,3,1,2
3648,650017,28,30,5068627,88468,1,9,0,2
3649,1408500,41,38,5101094,62769,1,3,1,1
3650,502793,33,8,4941394,67008,1,6,0,2
3651,880019,38,5,4937566,70511,2,5,1,1
3652,1278966,35,25,4980911,8616,1,1,0,2
3653,1343174,26,0,5036553,61801,1,3,1,1
3654,1384638,23,10,4996757,3146,1,8,0,2
3655,953103,29,39,5041925,36358,1,9,1,2
3656,1099062,5,22,5064008,45580,1,6,0,1
3657,616434,13,41,5076438,47649,1,3,1,1
3658,653181,23,3,5009034,19715,0,0,0,2
3659,1390719,33,13,5003285,13335,0,2,1,2
3660,1368265,45,4,4942840,87666,2,6,0,1
3661,708740,5,32,4917160,11678,0,1,1,1
3662,228854,41,44,5010326,3414,1,0,0,2
3663,1402994,16,32,4963036,64321,2,5,1,0
3664,323876,37,36,5024740,75172,2,3,0,1
3665,634966,33,24,5089227,58642,0,1,1,2
3666,311238,24,4,5024383,53953,2,5,0,1
3667,1079103,17,49,4974847,29324,0,6,1,2
3668,1309765,42,34,4979943,78255,0,2,0,2
3669,1458881,13,17,4997859,18713,2,0,1,1
3670,931363,12,31,4967472,74608,1,9,0,2
3671,1203707,32,29,4963395,24172,1,9,1,2
3672,355732,49,6,4996908,82925,2,6,0,1
3673,1443030,35,16,5018858,68067,1,5,1,1
3674,1480927,31,29,4944123,71200,0,5,0,2
3675,438861,1,30,5023163,73722,0,3,1,1
3676,95734,45,40,5004571,73604,1,5,0,2
3677,1018501,32,14,4916164,89990,1,8,1,1
3678,437633,27,31,5060658,72976,2,9,0,1
3679,83430,27,13,4956150,23649,2,5,1,2
3680,596784,28,14,5038923,10773,2,6,0,2
3681,70936,0,16,5133815,49830,1,3,1,1
3682,312862,43,4,4979073,8840,1,2,0,2
3683,780128,43,12,5039406,79563,1,9,1,2
3684,259224,23,1,5017447,83322,0,5,0,2
3685,92532,14,28,5001117,66260,1,4,1,1
3686,977119,26,36,4964586,63772,1,4,0,2
3687,865229,19,0,5025480,41031,2,0,1,0
3688,538323,41,23,5104755,62066,1,9,0,2
3689,222680,25,19,5141434,39156,0,6,1,2
3690,248954,5,21,4991130,66503,0,8,0,2
3691,230044,40,33,5071521,25555,1,6,1,2
3692,775839,12,0,5042206,19083,0,8,0,2
3693,210880,25,45,5086435,64676,2,3,1,0
3694,418515,42,15,4925525,32835,2,3,0,2
3695,453014,13,34,5058490,23661,0,9,1,2
3696,171999,2,38,5013452,78335,1,2,0,1
3697,1357210,48,36,4979152,68853,2,8,1,1
3698,909966,33,7,5064944,63567,1,9,0,2
3699,606058,19,38,5014940,60273,2,9,1,1
3700,1165588,9,37,5021197,83207,1,5,0,1
3701,544248,22,4,5030804,66687,0,8,1,2
3702,930530,48,27,5017175,32659,2,1,0,2
3703,247828,18,15,4956573,84031,1,7,1,1
3704,893960,7,24,5001369,52095,0,2,0,2
3705,799059,27,15,4937845,31524,0,1,1,2
3706,503653,39,24,4991945,81004,2,5,0,1
3707,602642,20,49,5009265,22222,2,8,1,2
3708,128607,7,49,5005985,46634,2,7,0,1
3709,723114,43,11,5018480,59963,0,1,1,2
3710,555187,43,9,4964380,69970,2,6,0,1
3711,215818,42,31,4958338,59528,0,8,1,2
3712,1122419,41,28,4914889,20527,0,8,0,2
3713,616002,26,31,5071592,85505,1,1,1,1
3714,1342655,7,23,5136499,2904,1,8,0,2
3715,1155519,32,32,5010294,76526,0,3,1,2
3716,741387,47,22,5017634,26538,2,2,0,2
3717,507323,22,43,4914123,44217,2,6,1,1
3718,906799,39,33,4947874,70940,0,3,0,2
3719,767487,8,6,4996117,18796,0,1,1,1
3720,886069,11,23,4914697,46981,1,3,0,1
3721,686576,23,26,5066430,61807,1,0,1,1
3722,1283745,10,6,5045731,56254,0,4,0,2
3723,717172,32,22,4973104,75241,1,0,1,1
3724,24339,42,27,5042821,47552,2,4,0,2
3725,1445321,35,23,4993586,5307,2,1,1,2
3726,506650,46,29,5036391,60120,0,2,0,2
3727,1386361,12,31,5044997,27467,2,7,1,1
3728,215586,23,13,4961804,33225,0,1,0,2
3729,1195175,5,4,4990982,83892,2,5,1,0
3730,241321,46,46,5010727,53201,1,0,0,2
3731,351309,26,22,4975191,74019,0,5,1,2
3732,303906,48,34,4896533,44469,0,6,0,2
3733,721803,23,24,5058567,9136,2,5,1,2
3734,1401981,44,23,4890137,28432,1,3,0,2
3735,1364378,44,34,4989523,84851,0,2,1,2
3736,133105,33,21,5031499,60537,0,1,0,2
3737,371783,17,44,4938829,84628,0,2,1,2
3738,1197817,11,19,4997707,31838,1,4,0,2
3739,814527,19,20,5006530,55988,2,8,1,1
3740,608208,25,6,5052495,44167,2,2,0,1
3741,1394203,0,39,4993074,10151,1,2,1,1
3742,414641,33,40,5037964,80155,1,9,0,2
3743,967525,43,9,4997575,38304,1,1,1,2
3744,1460286,30,1,5015746,12479,0,6,0,2
3745,1026678,37,19,4963636,8397,2,0,1,2
3746,1007963,37,20,5069626,63758,2,6,0,1
3747,1181881,22,45,4952644,34942,0,7,1,2
3748,1460213,10,1,5038513,32210,0,7,0,2
3749,779546,32,47,5029316,13063,1,3,1,2
3750,1024525,2,13,5007985,44056,1,7,0,2
3751,1498449,41,47,5060186,60231,0,5,1,2
3752,1394343,23,19,4948156,17699,1,2,0,2
3753,1230046,35,0,4904197,28531,2,1,1,1
3754,332177,31,12,4948902,28027,2,8,0,2
3755,1061655,12,18,4911290,83681,2,8,1,0
3756,1194761,43,46,4973568,81101,0,7,0,2
3757,461972,8,6,4950800,65278,1,1,1,1
3758,777890,38,17,4952710,20542,1,6,0,2
3759,601687,15,18,4941312,61361,1,3,1,1
3760,409275,13,1,5046972,28058,0,1,0,2
3761,582474,44,16,5040917,51078,2,7,1,1
3762,1068536,29,5,5024570,60371,0,9,0,2
3763,1468157,17,49,5050196,48887,1,7,1,1
3764,484932,26,30,4977172,63437,1,5,0,2
3765,49597,17,6,4980681,65785,0,0,1,1
3766,1367598,25,42,4988070,86519,0,8,0,2
3767,554768,21,45,5048433,48572,2,5,1,1
3768,552583,35,27,5083067,57545,2,9,0,2
3769,52620,34,24,4958698,29346,0,6,1,2
3770,284770,27,5,5013524,38681,1,9,0,2
3771,885817,41,13,5075286,33557,1,2,1,2
3772,146728,17,11,5019799,44892,2,4,0,1
3773,1140211,47,18,4967760,10283,1,3,1,2
3774,1364719,41,42,4981541,34108,1,3,0,2
3775,1250312,3,15,4957541,24222,1,8,1,2
3776,435437,23,24,5044242,49509,2,1,0,1
3777,422405,16,32,5100935,9158,2,5,1,2
3778,1078106,40,20,5019019,51016,2,6,0,2
3779,544746,31,33,4975503,7107,1,3,1,2
3780,1515093,30,14,5053646,62551,1,3,0,1
3781,1343317,49,45,4929050,59447,1,4,1,2
3782,1217771,23,42,5002446,18540,2,3,0,2
3783,877547,34,23,5021717,37862,2,3,1,1
3784,1090841,34,3,4947130,22268,0,9,0,2
3785,652303,21,12,5004813,27354,0,8,1,2
3786,1029125,11,17,5020498,32330,0,6,0,2
3787,1391436,16,33,4947201,41647,2,1,1,0
3788,631680,26,41,4918280,52175,0,5,0,2
3789,996707,39,24,5104578,86970,2,1,1,0
3790,943103,19,46,5067553,6514,2,4,0,2
3791,798251,7,23,4964697,41293,0,3,1,1
3792,12344,30,47,4985327,43966,0,0,0,2
3793,517749,18,23,4967342,38676,2,2,1,1
3794,314914,5,4,5036918,35242,2,9,0,2
3795,161339,19,27,4970467,4495,2,3,1,2
3796,521006,42,15,5010515,88743,2,1,0,0
3797,598465,31,13,5048859,25122,1,8,1,2
3798,1107898,36,19,4988650,51467,2,9,0,2
3799,974667,9,4,5013569,41596,2,7,1,1
3800,1153902,21,10,4949872,12401,2,3,0,2
3801,700820,8,5,5000761,83980,2,6,1,0
3802,507299,23,36,4990933,38025,0,9,0,2
3803,113731,25,16,5013813,39603,0,7,1,2
3804,290947,41,36,4986573,29850,2,6,0,2
3805,892317,3,19,4931986,57135,0,2,1,1
3806,921679,6,17,5021828,75860,0,6,0,2
3807,1396029,3,41,4974036,47951,1,2,1,1
3808,236764,18,45,5005653,72751,2,5,0,1
3809,511985,7,37,4922615,3227,2,4,1,2
3810,1011995,34,4,4991721,71456,1,0,0,1
3811,548923,28,3,5089050,41362,1,1,1,1
3812,1248962,2,45,4997823,74951,1,3,0,1
3813,1050848,45,45,5010959,51201,0,1,1,2
3814,593209,1,18,5111388,50757,2,4,0,1
3815,994056,32,37,5007438,10249,0,9,1,2
3816,1315464,43,21,5071926,3082,1,1,0,2
3817,1158447,34,32,4927352,53371,2,9,1,1
3818,754808,14,15,5035994,25259,0,3,0,2
3819,1117920,19,14,5109860,8144,2,0,1,1
3820,319839,3,3,5000537,65418,0,1,0,2
3821,935548,19,10,4936696,82102,0,6,1,2
3822,1296810,10,32,4973897,46191,0,8,0,2
3823,460406,10,8,4966117,7819,0,1,1,1
3824,798964,41,2,5034948,55136,1,9,0,2
3825,1316749,46,32,4973110,63085,0,3,1,2
3826,116201,21,20,4975030,60481,2,8,0,1
3827,811336,34,2,5016218,65287,2,7,1,1
3828,354377,33,35,5055929,56474,1,9,0,2
3829,1199357,29,13,5055575,45880,1,9,1,2
3830,554735,31,17,5009463,61871,1,9,0,2
3831,405513,4,34,4960331,27365,0,5,1,2
3832,433201,39,10,4987333,36878,0,2,0,2
3833,248068,6,4,4934977,38205,2,1,1,0
3834,442927,3,24,4925686,82474,1,9,0,1
3835,239486,14,38,5014682,59433,0,6,1,2
3836,362157,48,22,4961432,3518,1,5,0,2
3837,868947,40,30,4984119,74710,2,6,1,1
3838,400828,1,31,4950913,83211,2,0,0,0
3839,72053,9,6,4950451,18102,2,1,1,1
3840,895766,33,25,4905768,75446,2,0,0,0
3841,13819,6,37,5016255,24311,1,4,1,1
3842,690502,33,4,4933165,53082,2,2,0,1
3843,876341,48,2,4988436,62659,2,6,1,1
3844,135237,46,40,5096257,69642,0,6,0,2
3845,890706,14,16,4941052,81333,0,4,1,2
3846,321548,11,31,5010438,1702,1,0,0,2
3847,1260170,47,30,5005680,17540,2,4,1,2
3848,554564,15,49,5078671,5365,2,7,0,2
3849,467548,29,6,5049831,84034,1,9,1,2
3850,335180,21,7,4955471,1962,1,1,0,2
3851,46517,29,1,4992675,32427,0,6,1,2
3852,457413,23,43,4928551,67095,2,2,0,1
3853,32978,21,39,4999389,51035,2,0,1,0
3854,1065786,13,40,5005856,66729,0,1,0,2
3855,205721,46,17,4948941,38618,1,7,1,2
3856,1059143,18,41,5018937,37161,2,0,0,1
3857,934135,48,27,4997376,72402,1,4,1,2
3858,481196,17,26,5034684,13516,2,6,0,2
3859,419841,22,42,5051156,29482,0,6,1,2
3860,232510,18,28,4978699,49269,1,1,0,1
3861,35105,13,15,5034527,8860,1,1,1,1
3862,189867,18,6,5045853,49105,1,1,0,1
3863,1090329,0,22,4991466,61865,1,7,1,1
3864,244655,36,42,5043336,45575,2,8,0,2
3865,646601,49,6,4994868,63905,0,9,1,2
3866,1044849,0,14,4996534,54427,1,2,0,1
3867,321152,17,8,5050795,3097,1,8,1,2
3868,121507,31,38,4992087,19191,1,5,0,2
3869,56340,35,26,5038025,53370,2,9,1,2
3870,531556,10,15,4998184,48770,2,3,0,1
3871,1346135,43,3,5078393,35911,2,1,1,1
3872,318537,11,0,4945833,12216,0,6,0,2
3873,974242,31,19,4994064,85760,0,9,1,2
3874,1244503,8,23,4941628,5380,2,7,0,2
3875,53117,42,39,4994316,33648,2,5,1,2
3876,862517,6,40,5049800,32113,2,3,0,1
3877,286582,15,25,5011161,36500,1,2,1,1
3878,1240452,28,17,5004430,67122,2,7,0,1
3879,209909,14,5,4978646,59353,1,0,1,1
3880,76217,31,48,4941032,8995,1,4,0,2
3881,1022917,19,37,4963961,19721,0,8,1,2
3882,880727,33,17,5043535,700,1,4,0,2
3883,82264,34,8,4974733,62771,2,1,1,1
3884,101733,20,43,5048525,82636,2,0,0,0
3885,959515,0,30,5060033,65450,1,7,1,1
3886,1001653,37,30,4968441,80104,0,8,0,2
3887,492286,20,20,4898174,80429,1,6,1,1
3888,766478,42,0,4946688,89981,2,3,0,0
3889,1246938,38,2,4942326,4467,1,6,1,2
3890,483449,31,31,5023556,52106,2,9,0,2
