,Industry,Region,Invested Amount,Successful Attacks,Failed Attacks,Business Value,Known Vulnerabilities,External Advisor,Risk
1496,TELECOM,SOUTH AMERICA,723420,22,1,4965464,7,YES,HIGH
1497,OTHER,NORTH AMERICA,1229203,47,38,5039410,4,NO,MEDIUM
1498,AUTOMOTIVE,ASIA,1232443,47,11,5040860,2,NO,LOW
1499,FINANCIAL SERVICES,EUROPE,1059932,41,36,5080730,7,YES,HIGH
1500,OTHER,SOUTH AMERICA,219147,14,31,5012439,9,NO,MEDIUM
1501,HEALTHCARE,NORTH AMERICA,1288305,30,25,5052597,8,NO,MEDIUM
1502,FINANCIAL SERVICES,SOUTH AMERICA,1407666,14,8,5030930,3,NO,LOW
1503,OTHER,NORTH AMERICA,954256,16,34,4971981,2,NO,LOW
1504,FINANCIAL SERVICES,EUROPE,1297255,34,25,5071723,2,NO,LOW
1505,ECOMMERCE,ASIA,611031,37,48,5056829,0,YES,MEDIUM
1506,FINANCIAL SERVICES,SOUTH AMERICA,143634,47,15,5001381,8,NO,HIGH
1507,TELECOM,AFRICA,901160,45,49,4997849,7,YES,MEDIUM
1508,OTHER,EUROPE,103376,21,2,4991959,8,NO,MEDIUM
1509,EDUCATION,NORTH AMERICA,1074895,15,47,4966371,5,NO,LOW
1510,EDUCATION,SOUTH AMERICA,38564,40,25,5048869,7,YES,HIGH
1511,ECOMMERCE,NORTH AMERICA,1303495,30,46,4940474,5,YES,MEDIUM
1512,EDUCATION,NORTH AMERICA,1011750,1,30,5031094,7,NO,LOW
1513,FINANCIAL SERVICES,AFRICA,1361574,19,37,4910464,4,YES,MEDIUM
1514,HEALTHCARE,SOUTH AMERICA,62517,8,38,4918114,9,YES,HIGH
1515,TELECOM,AFRICA,1273307,22,47,4976514,1,NO,LOW
1516,TELECOM,SOUTH AMERICA,871430,37,20,5013723,8,NO,MEDIUM
1517,EDUCATION,ASIA,337599,45,30,4996419,1,YES,MEDIUM
1518,FINANCIAL SERVICES,SOUTH AMERICA,869964,31,9,4990443,1,NO,MEDIUM
1519,ECOMMERCE,NORTH AMERICA,1449851,8,47,4987390,1,NO,LOW
1520,TELECOM,SOUTH AMERICA,1315401,47,38,4993752,0,YES,MEDIUM
1521,EDUCATION,ASIA,1312659,16,37,4974706,2,YES,LOW
1522,TELECOM,AFRICA,1253671,2,36,4997091,7,NO,LOW
1523,ECOMMERCE,ASIA,18598,22,17,5014366,6,YES,HIGH
1524,HEALTHCARE,SOUTH AMERICA,125548,36,44,4932736,8,YES,HIGH
1525,AUTOMOTIVE,ASIA,849099,0,21,5138311,4,YES,LOW
1526,HEALTHCARE,SOUTH AMERICA,1456207,4,12,5004171,6,NO,LOW
1527,ECOMMERCE,NORTH AMERICA,1037255,6,46,4963956,4,YES,MEDIUM
1528,AUTOMOTIVE,AFRICA,981927,49,38,4937243,1,YES,LOW
1529,FINANCIAL SERVICES,EUROPE,892247,41,6,4957049,5,NO,MEDIUM
1530,AUTOMOTIVE,NORTH AMERICA,20250,4,13,4970337,1,NO,LOW
1531,AUTOMOTIVE,AFRICA,793691,8,34,4931734,0,NO,LOW
1532,TELECOM,EUROPE,931034,7,6,5109278,7,YES,MEDIUM
1533,FINANCIAL SERVICES,SOUTH AMERICA,1148193,13,23,5040669,9,YES,HIGH
1534,HEALTHCARE,EUROPE,116714,9,41,4941670,3,NO,MEDIUM
1535,TELECOM,NORTH AMERICA,1347425,34,5,5091667,2,YES,MEDIUM
1536,FINANCIAL SERVICES,AFRICA,1262308,19,33,5044542,6,YES,MEDIUM
1537,FINANCIAL SERVICES,SOUTH AMERICA,1380108,24,18,5073003,2,YES,MEDIUM
1538,FINANCIAL SERVICES,SOUTH AMERICA,589031,41,29,4982127,8,NO,HIGH
1539,EDUCATION,EUROPE,465606,15,15,5007410,5,NO,LOW
1540,FINANCIAL SERVICES,NORTH AMERICA,89942,22,28,4957343,9,YES,HIGH
1541,FINANCIAL SERVICES,AFRICA,726981,21,30,5060257,1,YES,MEDIUM
1542,EDUCATION,ASIA,815844,41,19,5055222,3,NO,LOW
1543,ECOMMERCE,ASIA,654070,3,16,4927236,0,NO,LOW
1544,FINANCIAL SERVICES,ASIA,1145587,11,35,5059672,0,NO,LOW
1545,HEALTHCARE,NORTH AMERICA,725251,4,36,4994649,5,NO,LOW
1546,ECOMMERCE,EUROPE,898958,1,20,4921266,0,NO,LOW
1547,TELECOM,SOUTH AMERICA,859248,3,20,5013748,8,YES,HIGH
1548,FINANCIAL SERVICES,NORTH AMERICA,766283,36,32,5035808,2,NO,MEDIUM
1549,AUTOMOTIVE,ASIA,507979,32,18,4963894,5,YES,MEDIUM
1550,EDUCATION,SOUTH AMERICA,1164682,34,23,5049355,2,NO,LOW
1551,OTHER,EUROPE,348555,49,44,4980055,4,YES,HIGH
1552,OTHER,EUROPE,175081,20,28,4976577,2,YES,MEDIUM
1553,ECOMMERCE,AFRICA,685412,46,13,5026793,0,NO,LOW
1554,FINANCIAL SERVICES,NORTH AMERICA,643114,10,9,5047710,5,NO,MEDIUM
1555,AUTOMOTIVE,AFRICA,472949,48,33,5040365,7,YES,MEDIUM
1556,AUTOMOTIVE,ASIA,1253735,25,37,5067809,7,NO,LOW
1557,ECOMMERCE,EUROPE,1328312,22,16,5092388,5,YES,MEDIUM
1558,OTHER,SOUTH AMERICA,759097,16,41,4964378,8,YES,HIGH
1559,EDUCATION,NORTH AMERICA,1164589,3,33,4942052,8,YES,MEDIUM
1560,TELECOM,ASIA,1343223,33,23,5017430,2,YES,MEDIUM
1561,HEALTHCARE,NORTH AMERICA,631522,49,28,4946765,2,YES,HIGH
1562,EDUCATION,AFRICA,264394,12,44,5010526,3,YES,LOW
1563,OTHER,SOUTH AMERICA,726845,43,4,5023441,1,NO,LOW
1564,EDUCATION,EUROPE,103533,1,36,5023324,7,YES,MEDIUM
1565,FINANCIAL SERVICES,ASIA,723898,35,36,4993371,2,YES,MEDIUM
1566,AUTOMOTIVE,SOUTH AMERICA,474249,9,17,4929926,8,NO,LOW
1567,AUTOMOTIVE,ASIA,1356591,17,46,4896039,7,YES,LOW
1568,HEALTHCARE,EUROPE,709929,22,17,5012467,6,YES,HIGH
1569,HEALTHCARE,AFRICA,1303036,11,27,5047553,7,NO,LOW
1570,EDUCATION,NORTH AMERICA,788040,10,24,5013837,1,NO,LOW
1571,ECOMMERCE,ASIA,461067,9,27,5002709,1,YES,MEDIUM
1572,ECOMMERCE,ASIA,1269577,40,0,5061606,6,YES,MEDIUM
1573,FINANCIAL SERVICES,SOUTH AMERICA,1046802,28,47,4948883,3,NO,MEDIUM
1574,AUTOMOTIVE,ASIA,809624,19,20,5005808,4,NO,LOW
1575,HEALTHCARE,EUROPE,750155,38,29,5028040,3,YES,HIGH
1576,EDUCATION,AFRICA,1124435,17,0,5006090,6,YES,LOW
1577,ECOMMERCE,ASIA,374469,45,14,5020467,9,YES,HIGH
1578,FINANCIAL SERVICES,ASIA,1259207,26,26,5030154,6,YES,MEDIUM
1579,FINANCIAL SERVICES,ASIA,788089,49,20,4930561,2,YES,HIGH
1580,HEALTHCARE,EUROPE,145630,21,0,5074803,4,NO,MEDIUM
1581,EDUCATION,EUROPE,279738,25,33,4955515,2,YES,MEDIUM
1582,ECOMMERCE,ASIA,677469,39,42,4965549,4,YES,MEDIUM
1583,HEALTHCARE,AFRICA,303266,4,46,4977422,9,YES,MEDIUM
1584,ECOMMERCE,NORTH AMERICA,1526760,48,43,5097400,4,NO,LOW
1585,ECOMMERCE,SOUTH AMERICA,662481,45,3,4980650,1,NO,MEDIUM
1586,AUTOMOTIVE,NORTH AMERICA,636719,43,35,5080419,4,NO,MEDIUM
1587,FINANCIAL SERVICES,SOUTH AMERICA,997164,20,26,4993997,8,NO,MEDIUM
1588,EDUCATION,AFRICA,952874,45,6,4950126,4,NO,LOW
1589,ECOMMERCE,AFRICA,1476058,4,28,4975397,9,NO,LOW
1590,HEALTHCARE,ASIA,1224673,45,6,5066944,5,NO,LOW
1591,FINANCIAL SERVICES,EUROPE,267777,27,36,4956766,7,NO,MEDIUM
1592,TELECOM,EUROPE,552061,28,14,5037296,6,YES,HIGH
1593,HEALTHCARE,ASIA,696192,21,22,4971476,0,NO,LOW
1594,FINANCIAL SERVICES,EUROPE,793782,32,17,4974537,4,NO,MEDIUM
1595,AUTOMOTIVE,SOUTH AMERICA,796864,8,44,4958180,1,YES,LOW
1596,ECOMMERCE,AFRICA,627161,6,1,4891648,8,YES,MEDIUM
1597,EDUCATION,NORTH AMERICA,1092840,47,48,4978757,3,NO,LOW
1598,ECOMMERCE,NORTH AMERICA,650792,29,4,4924559,7,YES,HIGH
1599,TELECOM,NORTH AMERICA,501968,11,26,5050077,4,NO,MEDIUM
1600,EDUCATION,AFRICA,568044,38,9,4961518,7,NO,LOW
1601,ECOMMERCE,EUROPE,452719,4,41,4967935,0,NO,LOW
1602,EDUCATION,SOUTH AMERICA,610141,31,3,4951637,3,NO,LOW
1603,FINANCIAL SERVICES,ASIA,615451,28,10,5005330,4,NO,MEDIUM
1604,EDUCATION,AFRICA,519845,16,11,4955277,4,NO,LOW
1605,EDUCATION,EUROPE,951670,34,39,5068306,8,YES,MEDIUM
1606,OTHER,NORTH AMERICA,510704,2,3,5033089,9,NO,MEDIUM
1607,EDUCATION,NORTH AMERICA,1255331,40,41,5024211,8,NO,MEDIUM
1608,ECOMMERCE,EUROPE,1290197,33,15,5062215,2,NO,LOW
1609,EDUCATION,AFRICA,1415022,44,22,5010755,6,NO,LOW
1610,AUTOMOTIVE,EUROPE,988338,16,21,5083597,0,YES,LOW
1611,HEALTHCARE,EUROPE,1480856,23,23,4936726,9,NO,LOW
1612,ECOMMERCE,SOUTH AMERICA,499312,11,14,5027346,6,YES,HIGH
1613,HEALTHCARE,SOUTH AMERICA,1431205,12,22,5002606,4,YES,MEDIUM
1614,HEALTHCARE,NORTH AMERICA,266536,6,18,4953246,2,YES,MEDIUM
1615,FINANCIAL SERVICES,AFRICA,1141100,12,32,4980919,6,NO,LOW
1616,AUTOMOTIVE,ASIA,819359,35,5,4999149,1,YES,LOW
1617,TELECOM,SOUTH AMERICA,361832,7,47,4993453,9,NO,MEDIUM
1618,OTHER,ASIA,839349,7,47,5013239,1,YES,LOW
1619,OTHER,EUROPE,1347004,49,23,5054113,3,NO,LOW
1620,EDUCATION,SOUTH AMERICA,982144,35,2,5108335,4,YES,MEDIUM
1621,OTHER,AFRICA,711547,34,49,5020622,0,NO,LOW
1622,FINANCIAL SERVICES,ASIA,666745,35,38,4883904,8,NO,MEDIUM
1623,AUTOMOTIVE,SOUTH AMERICA,894874,32,44,4999461,3,YES,MEDIUM
1624,FINANCIAL SERVICES,EUROPE,1516066,18,11,5080550,9,NO,MEDIUM
1625,EDUCATION,ASIA,872821,46,31,5002622,9,YES,HIGH
1626,FINANCIAL SERVICES,SOUTH AMERICA,1406965,32,23,5076101,7,YES,HIGH
1627,TELECOM,SOUTH AMERICA,557037,23,28,5008003,1,YES,MEDIUM
1628,ECOMMERCE,EUROPE,133584,22,19,5042992,1,YES,MEDIUM
1629,TELECOM,EUROPE,1350043,23,12,4962218,3,NO,LOW
1630,HEALTHCARE,EUROPE,865079,46,5,4960634,5,YES,HIGH
1631,EDUCATION,EUROPE,667986,38,42,4991692,0,YES,MEDIUM
1632,OTHER,NORTH AMERICA,997993,2,22,5099094,3,NO,LOW
1633,ECOMMERCE,ASIA,194235,44,27,5024071,6,YES,HIGH
1634,EDUCATION,NORTH AMERICA,88354,23,18,5041069,6,NO,MEDIUM
1635,AUTOMOTIVE,ASIA,924364,47,30,5049578,7,NO,LOW
1636,FINANCIAL SERVICES,SOUTH AMERICA,1026798,33,48,5026732,4,NO,MEDIUM
1637,EDUCATION,EUROPE,353766,9,17,4934604,6,NO,LOW
1638,FINANCIAL SERVICES,NORTH AMERICA,1397732,6,19,5028176,0,YES,MEDIUM
1639,ECOMMERCE,NORTH AMERICA,447650,2,27,4979151,7,YES,HIGH
1640,EDUCATION,AFRICA,1344253,19,40,5058903,4,YES,LOW
1641,EDUCATION,ASIA,898189,33,4,5038670,7,YES,MEDIUM
1642,OTHER,EUROPE,1188452,3,33,4996508,3,NO,LOW
1643,HEALTHCARE,NORTH AMERICA,1032808,21,6,4984324,7,NO,MEDIUM
1644,AUTOMOTIVE,SOUTH AMERICA,1490448,6,7,4988037,7,NO,LOW
1645,ECOMMERCE,EUROPE,376923,0,32,4996368,4,YES,MEDIUM
1646,FINANCIAL SERVICES,ASIA,822608,39,17,4982674,5,YES,HIGH
1647,HEALTHCARE,AFRICA,1206923,42,32,5057061,4,YES,MEDIUM
1648,HEALTHCARE,ASIA,787356,34,46,4966923,7,YES,HIGH
1649,FINANCIAL SERVICES,AFRICA,1238649,40,39,4990048,1,YES,MEDIUM
1650,ECOMMERCE,ASIA,551577,40,4,5022171,7,YES,HIGH
1651,HEALTHCARE,ASIA,1093201,35,15,5031967,9,NO,MEDIUM
1652,OTHER,SOUTH AMERICA,607992,8,11,5034865,9,NO,MEDIUM
1653,EDUCATION,AFRICA,1007920,44,32,5045057,3,NO,LOW
1654,ECOMMERCE,EUROPE,59425,19,31,4930451,1,YES,MEDIUM
1655,AUTOMOTIVE,NORTH AMERICA,356055,27,27,4904701,3,YES,MEDIUM
1656,TELECOM,SOUTH AMERICA,246064,5,33,4930196,7,YES,HIGH
1657,FINANCIAL SERVICES,ASIA,203128,39,43,4900321,8,YES,HIGH
1658,ECOMMERCE,NORTH AMERICA,1411884,21,20,5027501,9,YES,MEDIUM
1659,TELECOM,NORTH AMERICA,647010,9,12,4929853,0,YES,MEDIUM
1660,ECOMMERCE,SOUTH AMERICA,469640,4,40,4997177,8,NO,MEDIUM
1661,TELECOM,SOUTH AMERICA,1425616,26,23,4952017,2,NO,LOW
1662,EDUCATION,ASIA,197144,20,21,5037919,3,YES,MEDIUM
1663,OTHER,ASIA,1300035,42,33,5056219,7,YES,MEDIUM
1664,EDUCATION,EUROPE,197090,48,36,5040383,0,NO,LOW
1665,OTHER,SOUTH AMERICA,977770,12,38,5003677,4,YES,MEDIUM
1666,FINANCIAL SERVICES,SOUTH AMERICA,765670,21,1,4955197,4,YES,HIGH
1667,OTHER,EUROPE,879826,6,16,5063467,7,YES,MEDIUM
1668,TELECOM,SOUTH AMERICA,964936,26,12,5022409,3,NO,LOW
1669,ECOMMERCE,EUROPE,353341,33,6,4961548,1,YES,MEDIUM
1670,HEALTHCARE,AFRICA,589688,49,18,4975309,2,NO,LOW
1671,AUTOMOTIVE,SOUTH AMERICA,605686,44,48,4887285,9,YES,HIGH
1672,EDUCATION,EUROPE,620533,36,19,5128699,9,YES,HIGH
1673,FINANCIAL SERVICES,SOUTH AMERICA,407842,34,11,4991259,2,NO,MEDIUM
1674,EDUCATION,AFRICA,1306175,39,16,5003561,1,YES,LOW
1675,ECOMMERCE,EUROPE,282633,30,36,5011769,0,YES,MEDIUM
1676,FINANCIAL SERVICES,EUROPE,1281013,0,29,4936188,8,NO,LOW
1677,OTHER,NORTH AMERICA,163160,32,39,5010649,8,NO,MEDIUM
1678,HEALTHCARE,SOUTH AMERICA,1324138,18,43,5001542,1,YES,MEDIUM
1679,OTHER,NORTH AMERICA,705937,4,44,5058942,9,NO,MEDIUM
1680,ECOMMERCE,EUROPE,683052,45,13,5098129,6,NO,MEDIUM
1681,ECOMMERCE,EUROPE,523597,1,14,4992896,2,YES,MEDIUM
1682,OTHER,AFRICA,624427,20,27,4946137,3,NO,LOW
1683,EDUCATION,SOUTH AMERICA,817574,14,6,5010026,6,NO,LOW
1684,HEALTHCARE,SOUTH AMERICA,1064223,40,27,4973760,1,NO,LOW
1685,OTHER,ASIA,622159,21,49,5083446,3,YES,MEDIUM
1686,AUTOMOTIVE,ASIA,1208429,48,40,5004091,7,NO,LOW
1687,FINANCIAL SERVICES,ASIA,14635,23,21,4941174,6,NO,MEDIUM
1688,AUTOMOTIVE,SOUTH AMERICA,1288961,9,3,5001076,5,YES,MEDIUM
1689,FINANCIAL SERVICES,EUROPE,542053,36,20,5007118,6,YES,HIGH
1690,OTHER,ASIA,393177,39,21,4982480,6,NO,MEDIUM
1691,HEALTHCARE,SOUTH AMERICA,305781,37,41,4893805,4,YES,HIGH
1692,EDUCATION,NORTH AMERICA,957044,42,31,5029875,5,YES,HIGH
1693,TELECOM,SOUTH AMERICA,172489,38,2,4934028,3,YES,HIGH
1694,ECOMMERCE,ASIA,255299,27,42,4919087,8,NO,MEDIUM
1695,FINANCIAL SERVICES,EUROPE,1216948,10,35,4959080,9,YES,HIGH
1696,TELECOM,SOUTH AMERICA,1264593,25,49,5040423,7,YES,HIGH
1697,HEALTHCARE,EUROPE,942208,17,18,5088609,2,NO,LOW
1698,EDUCATION,SOUTH AMERICA,1181767,15,36,4919800,2,NO,LOW
1699,ECOMMERCE,AFRICA,284038,24,11,5027583,5,YES,MEDIUM
1700,EDUCATION,EUROPE,911271,28,7,4986747,3,NO,LOW
1701,HEALTHCARE,SOUTH AMERICA,392334,28,49,5034651,5,NO,MEDIUM
1702,EDUCATION,ASIA,965473,44,45,4997950,8,YES,MEDIUM
1703,OTHER,NORTH AMERICA,1073391,32,25,5005142,6,YES,HIGH
1704,ECOMMERCE,NORTH AMERICA,1099630,22,35,4917002,7,NO,LOW
1705,FINANCIAL SERVICES,AFRICA,865560,15,48,4943931,6,NO,LOW
1706,ECOMMERCE,EUROPE,555848,25,35,5043818,3,YES,MEDIUM
1707,EDUCATION,SOUTH AMERICA,989888,44,21,4978989,6,NO,MEDIUM
1708,HEALTHCARE,NORTH AMERICA,570419,34,41,5024126,8,NO,MEDIUM
1709,TELECOM,SOUTH AMERICA,1009107,46,1,5079267,7,NO,MEDIUM
1710,EDUCATION,ASIA,497882,5,45,5030090,6,NO,LOW
1711,OTHER,EUROPE,1242140,4,20,5124961,0,NO,LOW
1712,AUTOMOTIVE,AFRICA,1080606,33,31,5013649,3,NO,LOW
1713,FINANCIAL SERVICES,ASIA,325780,9,12,4965920,5,YES,MEDIUM
1714,TELECOM,AFRICA,29249,4,44,5006247,2,NO,LOW
1715,ECOMMERCE,SOUTH AMERICA,1325788,41,40,5024491,1,YES,MEDIUM
1716,HEALTHCARE,EUROPE,396293,10,19,5073832,6,NO,MEDIUM
1717,AUTOMOTIVE,ASIA,1347313,36,0,5020636,4,YES,LOW
1718,TELECOM,AFRICA,370667,9,1,4985298,9,YES,MEDIUM
1719,HEALTHCARE,AFRICA,756490,6,15,5034263,5,NO,LOW
1720,EDUCATION,NORTH AMERICA,472066,8,48,5012998,1,NO,LOW
1721,EDUCATION,SOUTH AMERICA,550407,17,11,5007846,6,YES,MEDIUM
1722,AUTOMOTIVE,AFRICA,605736,43,22,5053840,5,YES,MEDIUM
1723,ECOMMERCE,SOUTH AMERICA,429011,30,16,4954338,3,NO,MEDIUM
1724,EDUCATION,NORTH AMERICA,225242,35,13,5066629,5,NO,MEDIUM
1725,ECOMMERCE,ASIA,140182,24,4,5009373,6,NO,MEDIUM
1726,OTHER,SOUTH AMERICA,960932,32,3,4859161,8,YES,HIGH
1727,FINANCIAL SERVICES,SOUTH AMERICA,878038,48,47,4991899,2,NO,MEDIUM
1728,HEALTHCARE,NORTH AMERICA,248661,42,6,4922591,0,YES,HIGH
1729,AUTOMOTIVE,EUROPE,1027410,17,33,4925996,2,YES,LOW
1730,TELECOM,SOUTH AMERICA,86355,47,43,5062821,1,NO,MEDIUM
1731,FINANCIAL SERVICES,ASIA,235246,31,28,4996760,4,NO,MEDIUM
1732,TELECOM,AFRICA,30759,27,35,5018872,2,YES,MEDIUM
1733,OTHER,ASIA,428443,9,27,4999326,1,NO,LOW
1734,HEALTHCARE,AFRICA,489275,6,43,4974963,6,NO,LOW
1735,EDUCATION,EUROPE,184740,29,33,5018147,6,NO,MEDIUM
1736,EDUCATION,ASIA,201524,1,19,4969242,0,YES,LOW
1737,ECOMMERCE,ASIA,976855,12,35,4999391,5,NO,LOW
1738,ECOMMERCE,EUROPE,1233406,47,13,4993961,1,NO,LOW
1739,HEALTHCARE,AFRICA,1079969,36,10,4983930,7,YES,MEDIUM
1740,OTHER,EUROPE,1435099,38,28,5035123,7,NO,LOW
1741,EDUCATION,SOUTH AMERICA,1230894,26,0,5005520,9,NO,LOW
1742,AUTOMOTIVE,AFRICA,435838,18,45,5069991,7,NO,LOW
1743,HEALTHCARE,ASIA,827405,30,42,4940221,4,YES,MEDIUM
1744,TELECOM,AFRICA,547115,42,32,5047793,3,YES,MEDIUM
1745,HEALTHCARE,SOUTH AMERICA,580375,16,43,4950986,9,YES,HIGH
1746,FINANCIAL SERVICES,ASIA,1372074,48,6,5025680,3,NO,LOW
1747,FINANCIAL SERVICES,ASIA,1269139,33,36,4922359,7,NO,MEDIUM
1748,OTHER,EUROPE,929827,26,40,4977402,7,YES,MEDIUM
1749,AUTOMOTIVE,ASIA,414898,19,40,5040868,6,NO,LOW
1750,ECOMMERCE,EUROPE,222104,29,34,5027615,8,NO,MEDIUM
1751,HEALTHCARE,EUROPE,978480,44,9,5018434,6,NO,MEDIUM
1752,TELECOM,EUROPE,760402,29,28,5015667,2,YES,MEDIUM
1753,ECOMMERCE,EUROPE,715895,1,22,5052294,8,NO,LOW
1754,FINANCIAL SERVICES,EUROPE,1183116,34,6,5022513,2,NO,LOW
1755,HEALTHCARE,EUROPE,512823,44,49,4992528,3,NO,MEDIUM
1756,OTHER,SOUTH AMERICA,342936,37,37,4918845,6,YES,HIGH
1757,TELECOM,NORTH AMERICA,743828,3,22,4991664,6,NO,LOW
1758,HEALTHCARE,NORTH AMERICA,344208,20,16,5004189,6,NO,MEDIUM
1759,OTHER,EUROPE,1152553,34,27,5005455,5,NO,LOW
1760,AUTOMOTIVE,ASIA,409629,23,36,5012359,5,YES,MEDIUM
1761,EDUCATION,NORTH AMERICA,1021534,29,44,4966806,0,YES,MEDIUM
1762,AUTOMOTIVE,ASIA,196606,19,43,4940969,4,NO,LOW
1763,HEALTHCARE,ASIA,870384,12,1,4965223,4,YES,MEDIUM
1764,ECOMMERCE,EUROPE,881122,5,36,5032286,9,NO,LOW
1765,EDUCATION,AFRICA,1078122,0,13,5011048,4,NO,LOW
1766,ECOMMERCE,NORTH AMERICA,1254798,17,34,5009910,9,NO,MEDIUM
1767,ECOMMERCE,AFRICA,292613,46,49,5020304,9,NO,MEDIUM
1768,ECOMMERCE,SOUTH AMERICA,514452,47,43,5036939,2,NO,MEDIUM
1769,TELECOM,AFRICA,967774,26,25,4938450,1,NO,LOW
1770,AUTOMOTIVE,ASIA,312600,11,21,4978331,7,NO,LOW
1771,HEALTHCARE,EUROPE,1392397,15,28,5000308,7,NO,LOW
1772,EDUCATION,SOUTH AMERICA,1146013,21,21,4989993,6,YES,MEDIUM
1773,EDUCATION,NORTH AMERICA,1316384,42,41,5068152,3,YES,MEDIUM
1774,HEALTHCARE,EUROPE,180662,36,27,4984787,9,YES,HIGH
1775,EDUCATION,EUROPE,1097378,1,1,4955069,0,NO,LOW
1776,OTHER,NORTH AMERICA,323520,34,20,5104254,1,YES,HIGH
1777,ECOMMERCE,AFRICA,433069,29,38,4923816,4,NO,LOW
1778,FINANCIAL SERVICES,NORTH AMERICA,307038,29,22,4994702,1,YES,HIGH
1779,HEALTHCARE,SOUTH AMERICA,1022954,19,33,5002058,4,NO,LOW
1780,ECOMMERCE,NORTH AMERICA,1266757,23,41,4988361,8,NO,MEDIUM
1781,ECOMMERCE,ASIA,1184876,32,45,5079282,3,YES,MEDIUM
1782,HEALTHCARE,ASIA,1081229,29,1,4929701,1,NO,LOW
1783,FINANCIAL SERVICES,NORTH AMERICA,727867,34,17,4890058,5,YES,HIGH
1784,TELECOM,NORTH AMERICA,750256,24,22,5053831,8,NO,MEDIUM
1785,EDUCATION,EUROPE,794245,20,7,5059823,7,YES,MEDIUM
1786,AUTOMOTIVE,ASIA,1197683,32,31,5048390,6,YES,MEDIUM
1787,HEALTHCARE,AFRICA,1358259,9,9,4975388,1,NO,LOW
1788,EDUCATION,ASIA,1160023,30,18,4880806,9,YES,MEDIUM
1789,FINANCIAL SERVICES,AFRICA,857075,25,23,5030987,8,NO,LOW
1790,AUTOMOTIVE,SOUTH AMERICA,781971,4,47,5031635,2,YES,LOW
1791,HEALTHCARE,NORTH AMERICA,517859,5,32,4941401,8,NO,MEDIUM
1792,ECOMMERCE,ASIA,1160910,10,37,4966474,6,NO,LOW
1793,AUTOMOTIVE,ASIA,409647,6,9,5007909,4,NO,LOW
1794,TELECOM,ASIA,152721,9,10,4903293,8,YES,HIGH
1795,FINANCIAL SERVICES,AFRICA,708024,14,1,5013918,1,YES,MEDIUM
1796,AUTOMOTIVE,EUROPE,1482530,25,21,5030050,0,NO,LOW
1797,HEALTHCARE,EUROPE,810630,6,2,5038592,5,NO,LOW
1798,ECOMMERCE,EUROPE,1411772,5,0,5041773,7,NO,LOW
1799,AUTOMOTIVE,EUROPE,722641,35,36,4998620,9,YES,HIGH
1800,ECOMMERCE,NORTH AMERICA,673459,12,37,4933438,2,YES,MEDIUM
1801,AUTOMOTIVE,SOUTH AMERICA,935301,39,37,5021363,2,YES,MEDIUM
1802,FINANCIAL SERVICES,AFRICA,392440,28,16,5080514,5,YES,HIGH
1803,OTHER,AFRICA,1245526,16,21,5013512,7,YES,LOW
1804,FINANCIAL SERVICES,ASIA,1129929,37,36,4973875,2,NO,LOW
1805,OTHER,NORTH AMERICA,262519,21,0,5130835,3,NO,MEDIUM
1806,TELECOM,AFRICA,227422,15,7,5064617,6,NO,LOW
1807,HEALTHCARE,NORTH AMERICA,209427,32,32,5025219,5,YES,HIGH
1808,EDUCATION,NORTH AMERICA,817570,5,12,4932089,4,NO,LOW
1809,ECOMMERCE,AFRICA,1137893,48,13,5063065,1,YES,MEDIUM
1810,AUTOMOTIVE,AFRICA,1403973,25,36,4964927,7,NO,LOW
1811,EDUCATION,SOUTH AMERICA,1143985,22,25,5047366,6,NO,LOW
1812,HEALTHCARE,EUROPE,183376,6,26,4963467,9,NO,MEDIUM
1813,HEALTHCARE,ASIA,310933,20,43,4975726,6,YES,HIGH
1814,EDUCATION,EUROPE,844910,12,13,4949100,9,NO,LOW
1815,HEALTHCARE,SOUTH AMERICA,1065405,26,30,4906249,8,YES,HIGH
1816,TELECOM,ASIA,1128290,18,37,4962500,1,NO,LOW
1817,FINANCIAL SERVICES,SOUTH AMERICA,254781,22,42,5019487,4,NO,MEDIUM
1818,EDUCATION,AFRICA,848523,18,24,5013291,5,NO,LOW
1819,AUTOMOTIVE,EUROPE,875072,20,33,4998229,2,YES,MEDIUM
1820,HEALTHCARE,AFRICA,873615,20,42,5062197,0,YES,LOW
1821,AUTOMOTIVE,AFRICA,913932,3,21,5009481,5,NO,LOW
1822,ECOMMERCE,NORTH AMERICA,929141,42,4,5089797,0,NO,LOW
1823,FINANCIAL SERVICES,NORTH AMERICA,20448,17,4,4983704,4,YES,HIGH
1824,ECOMMERCE,NORTH AMERICA,667123,28,44,4961189,2,NO,LOW
1825,ECOMMERCE,EUROPE,749457,24,36,5003384,2,YES,MEDIUM
1826,AUTOMOTIVE,SOUTH AMERICA,484610,45,25,5028388,8,NO,MEDIUM
1827,ECOMMERCE,ASIA,1026394,27,10,4948381,0,YES,LOW
1828,HEALTHCARE,NORTH AMERICA,828165,39,40,5026206,5,NO,MEDIUM
1829,EDUCATION,EUROPE,712790,28,29,5045065,3,NO,LOW
1830,ECOMMERCE,ASIA,1001439,20,25,4954058,7,YES,MEDIUM
1831,TELECOM,ASIA,728855,13,13,4996658,9,YES,MEDIUM
1832,EDUCATION,ASIA,985751,22,37,4932099,8,NO,LOW
1833,FINANCIAL SERVICES,NORTH AMERICA,1457151,3,45,4985194,0,NO,LOW
